X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,MajorGroup,label
0.8154145242779469,0.22417812161441183,0.4889042041311392,0.1601605927116088,-0.008678769594294882,0.3304922225814804,0.22738083241171708,0.1918777222621831,-0.24683689537098075,0.1860929822021993,-0.013891910486938367,0.431721000725727,-0.275446588633003,0.47019058196177865,-0.059453241089946984,0.17797152471870575,0.47019058196177865,0.45974506808639604,-0.4921645362801148,0
0.7589359588171463,-0.26489362161739416,0.38478629891504673,0.15920454051774965,-0.006027788618211999,-0.15670275219434035,0.10156629483211538,0.11575937722256964,-0.24693735754514223,0.08618196864246065,0.11731550197547215,0.4396598390903642,0.3373270905069366,0.36157901363606537,-0.0594526029477945,0.13591785489581296,0.36157901363606537,0.3635782503341901,-0.4921645362801148,0
1.9671029561928077,0.8395879039104652,0.5735933884511796,-0.19196382215838936,-0.24610933246548355,1.993230213166959,1.8837620709941576,2.1839295797979763,1.339056211967091,0.8339076318026097,0.607531599295232,-0.09126143417721463,2.049896740279607,1.1234130538280445,-0.05846102687277875,0.20171584094234404,1.1234130538280445,0.9028804515356627,-0.5427066775513035,0
-0.315037157996152,-0.2627342122974006,-0.23683842338025274,-0.21484152764513853,-0.24553612280442955,-0.15340399140792582,-0.2233605628857784,-0.2767345251681645,-0.24585960965523646,-0.23715772722114006,-0.007983147963014588,-0.08860650533312026,-0.27232595444688884,-0.26874057145367747,-0.0571012002436916,-0.2446922926946576,-0.26874057145367747,-0.25543243587458114,-0.5427066775513035,0
-0.2992431186422897,-0.25611753859079706,-0.22092879621426537,-0.20245961254749528,-0.23876832431254738,-0.1634490978247356,-0.22813063968154088,-0.25731497519528773,-0.2132497754587588,-0.23257431207431123,-0.0297975656648552,-0.1100766352282437,-0.25523189290742754,-0.27109877221419126,-0.05950724763865991,-0.24579957476149702,-0.27109877221419126,-0.23471578423620826,-0.441622395008926,0
-0.320911533352098,-0.25768854853281725,-0.22380020772983122,-0.20474374594108485,-0.2474268960006063,-0.1570188773992345,-0.22335087071818996,-0.2590780958506462,-0.22247031205537862,-0.2339420299884384,-0.014147084763922175,-0.11219000154512145,-0.25885340328124246,-0.25276190916992997,-0.05950705793968378,-0.23825858048099588,-0.25276190916992997,-0.2385037511274317,-0.441622395008926,0
0.5278208058961319,0.5011647475063057,-0.2378861106742591,1.0150728563321352,-0.24710289154630888,0.5158771833021764,-0.22615058085463127,-0.28008529517214337,0.7995701692457953,-0.23943818622478927,0.24813390685324616,0.048579965376519346,0.7318267367274737,0.25894955610460796,-0.05937463010609148,-0.24495561446995706,0.25894955610460796,0.20975535595891087,-0.9470438077208136,0
1.0135618065334993,0.7985659142806074,0.14074773979242333,0.8335497203332993,0.595108137718151,0.7102385046577163,0.7451568295494373,0.8728206366895563,1.3986771392825226,0.2969197368332419,0.3796262311748349,0.04782239277838023,1.0208658705623008,0.38078530910772745,-0.059249841606219135,0.5590891747426204,0.38078530910772745,-0.25689512708424056,-0.9470438077208136,0
-0.25656914056793717,-0.265329411054818,-0.16876249296293203,-0.21364750158998183,-0.22113410281968232,-0.14426135076439633,-0.20702211890208938,-0.21238630873356537,-0.17774159321203012,-0.13628541078525538,-0.015120309567457317,-0.18014948823680832,-0.27604551188832427,-0.27104236697401407,-0.05950681613524112,-0.19044273140649867,-0.27104236697401407,-0.17812478575319757,-0.5932488188224924,0
-0.31109626057304607,-0.24925477522759026,-0.22469392365443286,-0.20305194923282105,-0.23324544727904137,-0.14904276346228024,-0.21531147276062215,-0.27543085446759646,-0.24441466822106278,-0.22461762610999725,-0.007153872352678284,-0.07849108252445026,-0.2700907369411681,-0.258288812162397,1.3921980767222766,-0.22732004529426267,-0.258288812162397,-0.2455682327000717,-0.08782740611060467,1
-0.3094181952893931,-0.24803985206384965,-0.22326432728285328,-0.20349879971473347,-0.23181599675272216,-0.14749035674218805,-0.2136025905805554,-0.27460245976977726,-0.24409559598007805,-0.22168977369306342,-0.008374021240427165,-0.07788502444593898,-0.2691906850982641,-0.2568609504884233,-0.058636768614105356,-0.2257145727458673,-0.2568609504884233,-0.2443122226256134,-0.08782740611060467,1
-0.2603053362524677,-0.23161625780034165,-0.2247000330406362,-0.21481702361173508,-0.24742651914546757,-0.15396906745403938,-0.2208054014410159,-0.26025021252756053,-0.2156525847837254,-0.2062340412185921,-0.01673771623261281,-0.09343010851839514,-0.18450592560704238,-0.25385107887055364,-0.05950470702580641,-0.20154276383182787,-0.25385107887055364,-0.24004040814160413,-0.5932488188224924,0
-0.2578271338799207,-0.22842997481028132,-0.23814336732681737,-0.1606281723174884,-0.22208273816896687,-0.14315741709677524,-0.2267586368422849,-0.23674358566944323,-0.20036967560839583,-0.19628818376319962,-0.014146247685034068,-0.10383057977255185,-0.18360587376413837,-0.27105502667206927,-0.059506137068739064,-0.1942690548699656,-0.27105502667206927,-0.2573739168977522,-0.5932488188224924,0
