test_feature_year,route,pool_action,model_id,train_start,train_end,train_years,n_train,n_positive_before,n_negative_before,n_positive_after,n_negative_after,imbalance_method,sampler,scale_pos_weight,seed,resolved_model_params,protocol_version
2011,B_model,retained,seed42_M2007,2003,2007,"2003,2004,2005,2006,2007",21107,225,20882,225,20817,tomek,TomekLinks,,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2011,B_model,retained,seed42_M2008,2004,2008,"2004,2005,2006,2007,2008",20547,254,20293,254,20214,tomek,TomekLinks,,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2011,B_model,added,seed42_M2009,2005,2009,"2005,2006,2007,2008,2009",19942,231,19711,231,19644,tomek,TomekLinks,,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2011,B_data_old,,seed42_Bdata_old_2011,2007,2008,"2007,2008",7866,117,7749,117,7717,tomek,TomekLinks,,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2011,B_data_new,,seed42_Bdata_new_2011,2009,2009,2009,3743,23,3720,23,3710,tomek,TomekLinks,,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2012,B_model,retained,seed42_M2008,2004,2008,"2004,2005,2006,2007,2008",20547,254,20293,254,20214,tomek,TomekLinks,,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2012,B_model,retained,seed42_M2009,2005,2009,"2005,2006,2007,2008,2009",19942,231,19711,231,19644,tomek,TomekLinks,,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2012,B_model,added,seed42_M2010,2006,2010,"2006,2007,2008,2009,2010",19362,226,19136,226,19069,tomek,TomekLinks,,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2012,B_data_old,,seed42_Bdata_old_2012,2008,2009,"2008,2009",7600,81,7519,81,7501,tomek,TomekLinks,,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2012,B_data_new,,seed42_Bdata_new_2012,2010,2010,2010,3625,35,3590,35,3578,tomek,TomekLinks,,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2013,B_model,retained,seed42_M2009,2005,2009,"2005,2006,2007,2008,2009",19942,231,19711,231,19644,tomek,TomekLinks,,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2013,B_model,retained,seed42_M2010,2006,2010,"2006,2007,2008,2009,2010",19362,226,19136,226,19069,tomek,TomekLinks,,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2013,B_model,added,seed42_M2011,2007,2011,"2007,2008,2009,2010,2011",18747,200,18547,200,18492,tomek,TomekLinks,,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2013,B_data_old,,seed42_Bdata_old_2013,2009,2010,"2009,2010",7368,58,7310,58,7287,tomek,TomekLinks,,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2013,B_data_new,,seed42_Bdata_new_2013,2011,2011,2011,3513,25,3488,25,3479,tomek,TomekLinks,,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2014,B_model,retained,seed42_M2010,2006,2010,"2006,2007,2008,2009,2010",19362,226,19136,226,19069,tomek,TomekLinks,,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2014,B_model,retained,seed42_M2011,2007,2011,"2007,2008,2009,2010,2011",18747,200,18547,200,18492,tomek,TomekLinks,,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2014,B_model,added,seed42_M2012,2008,2012,"2008,2009,2010,2011,2012",18223,167,18056,167,18014,tomek,TomekLinks,,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2014,B_data_old,,seed42_Bdata_old_2014,2010,2011,"2010,2011",7138,60,7078,60,7059,tomek,TomekLinks,,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2014,B_data_new,,seed42_Bdata_new_2014,2012,2012,2012,3485,26,3459,26,3455,tomek,TomekLinks,,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2015,B_model,retained,seed42_M2011,2007,2011,"2007,2008,2009,2010,2011",18747,200,18547,200,18492,tomek,TomekLinks,,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2015,B_model,retained,seed42_M2012,2008,2012,"2008,2009,2010,2011,2012",18223,167,18056,167,18014,tomek,TomekLinks,,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2015,B_model,added,seed42_M2013,2009,2013,"2009,2010,2011,2012,2013",17850,137,17713,137,17678,tomek,TomekLinks,,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2015,B_data_old,,seed42_Bdata_old_2015,2011,2012,"2011,2012",6998,51,6947,51,6939,tomek,TomekLinks,,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2015,B_data_new,,seed42_Bdata_new_2015,2013,2013,2013,3484,28,3456,28,3452,tomek,TomekLinks,,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2016,B_model,retained,seed42_M2012,2008,2012,"2008,2009,2010,2011,2012",18223,167,18056,167,18014,tomek,TomekLinks,,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2016,B_model,retained,seed42_M2013,2009,2013,"2009,2010,2011,2012,2013",17850,137,17713,137,17678,tomek,TomekLinks,,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2016,B_model,added,seed42_M2014,2010,2014,"2010,2011,2012,2013,2014",17611,147,17464,147,17434,tomek,TomekLinks,,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2016,B_data_old,,seed42_Bdata_old_2016,2012,2013,"2012,2013",6969,54,6915,54,6908,tomek,TomekLinks,,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2016,B_data_new,,seed42_Bdata_new_2016,2014,2014,2014,3504,33,3471,33,3465,tomek,TomekLinks,,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2017,B_model,retained,seed42_M2013,2009,2013,"2009,2010,2011,2012,2013",17850,137,17713,137,17678,tomek,TomekLinks,,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2017,B_model,retained,seed42_M2014,2010,2014,"2010,2011,2012,2013,2014",17611,147,17464,147,17434,tomek,TomekLinks,,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2017,B_model,added,seed42_M2015,2011,2015,"2011,2012,2013,2014,2015",17340,145,17195,145,17169,tomek,TomekLinks,,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2017,B_data_old,,seed42_Bdata_old_2017,2013,2014,"2013,2014",6988,61,6927,61,6920,tomek,TomekLinks,,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2017,B_data_new,,seed42_Bdata_new_2017,2015,2015,2015,3354,33,3321,33,3316,tomek,TomekLinks,,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2018,B_model,retained,seed42_M2014,2010,2014,"2010,2011,2012,2013,2014",17611,147,17464,147,17434,tomek,TomekLinks,,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2018,B_model,retained,seed42_M2015,2011,2015,"2011,2012,2013,2014,2015",17340,145,17195,145,17169,tomek,TomekLinks,,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2018,B_model,added,seed42_M2016,2012,2016,"2012,2013,2014,2015,2016",17018,149,16869,149,16834,tomek,TomekLinks,,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2018,B_data_old,,seed42_Bdata_old_2018,2014,2015,"2014,2015",6858,66,6792,66,6779,tomek,TomekLinks,,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
2018,B_data_new,,seed42_Bdata_new_2018,2016,2016,2016,3191,29,3162,29,3156,tomek,TomekLinks,,42,"{""eval_metric"": ""auc"", ""objective"": ""binary:logistic"", ""random_state"": 42, ""seed"": 42, ""tree_method"": ""hist"", ""verbosity"": 0}",study3b_overlap_event_target_v1_financial18_exploratory
